rank,cross_1,cross_2,impact_index,generated_time,agent_range,agent_interval
922,Milwaukee,Portland,-1.2154337793278738,2020-10-11 20:44:49.553485,0.6,0.05
923,Milwaukee,Dempsey,-1.2194388145546222,2020-10-11 20:44:49.553485,0.6,0.05
924,E Buckeye,Ellen,-1.225213105403106,2020-10-11 20:44:49.553485,0.6,0.05
925,Moorland,Fell,-1.2281854194475739,2020-10-11 20:44:49.553485,0.6,0.05
926,Gialamas,Greenway,-1.2386915780971988,2020-10-11 20:44:49.553485,0.6,0.05
927,Owl Creek,Voges,-1.2394721434782756,2020-10-11 20:44:49.553485,0.6,0.05
928,Beltline S,River Bend,-1.2410304731094688,2020-10-11 20:44:49.553485,0.6,0.05
929,Crescent,Allied,-1.2442419171569559,2020-10-11 20:44:49.553485,0.6,0.05
930,Tree,S High Point,-1.2489930397378088,2020-10-11 20:44:49.553485,0.6,0.05
931,Milwaukee,Summertown,-1.2569556270662459,2020-10-11 20:44:49.553485,0.6,0.05
932,E Washington,Reindahl,-1.2585408771947055,2020-10-11 20:44:49.553485,0.6,0.05
933,Allen,Marshall Park,-1.262556490342402,2020-10-11 20:44:49.553485,0.6,0.05
934,Raymond,Cameron,-1.2642871810890766,2020-10-11 20:44:49.553485,0.6,0.05
935,Turner,Hob,-1.2762833284812212,2020-10-11 20:44:49.553485,0.6,0.05
936,Walsh,Commercial,-1.2783937370933027,2020-10-11 20:44:49.553485,0.6,0.05
937,Eastpark,E Terrace,-1.2788273626851236,2020-10-11 20:44:49.553485,0.6,0.05
938,Northbrook,Century,-1.2873622025232312,2020-10-11 20:44:49.553485,0.6,0.05
939,S Mills,Vilas,-1.2906151609065588,2020-10-11 20:44:49.553485,0.6,0.05
940,Lake Mendota,University Bay,-1.2958770424936144,2020-10-11 20:44:49.553485,0.6,0.05
941,Randolph,Tree,-1.3041440878038622,2020-10-11 20:44:49.553485,0.6,0.05
942,S Segoe,Richland,-1.304724819210726,2020-10-11 20:44:49.553485,0.6,0.05
943,Caddis,Cahill,-1.3068894743234178,2020-10-11 20:44:49.553485,0.6,0.05
944,American,Tancho,-1.3126557024883045,2020-10-11 20:44:49.553485,0.6,0.05
945,N Sherman,Oxford,-1.3126749247127723,2020-10-11 20:44:49.553485,0.6,0.05
946,Beltline N,Culvers,-1.3136577390977084,2020-10-11 20:44:49.553485,0.6,0.05
947,Watts,S Junction,-1.3197821622421615,2020-10-11 20:44:49.553485,0.6,0.05
948,Monroe,Chapman,-1.3213314796832796,2020-10-11 20:44:49.553485,0.6,0.05
949,Old Sauk,Everglade,-1.3261173146365386,2020-10-11 20:44:49.553485,0.6,0.05
950,Green,Meadow Ridge,-1.3267919912121793,2020-10-11 20:44:49.553485,0.6,0.05
951,Old Sauk,N Gammon,-1.3307390965746622,2020-10-11 20:44:49.553485,0.6,0.05
952,Mineral Point,Racine,-1.3352628944761056,2020-10-11 20:44:49.553485,0.6,0.05
953,N High Point,Old Sauk,-1.3361124180656438,2020-10-11 20:44:49.553485,0.6,0.05
954,N Rosa,Marconi,-1.3366939193195821,2020-10-11 20:44:49.553485,0.6,0.05
955,Packers,Schlimgen,-1.3466222415283675,2020-10-11 20:44:49.553485,0.6,0.05
956,Mineral Point,Yellowstone,-1.3516900938325742,2020-10-11 20:44:49.553485,0.6,0.05
957,Hammersley,Lewon,-1.3524651148975282,2020-10-11 20:44:49.553485,0.6,0.05
958,Speedway,Hillcrest,-1.3554056592204677,2020-10-11 20:44:49.553485,0.6,0.05
959,S Thompson,Blacksmith,-1.356954724065272,2020-10-11 20:44:49.553485,0.6,0.05
960,Troy,Harper,-1.357528569165892,2020-10-11 20:44:49.553485,0.6,0.05
961,Atwood,Walter,-1.3709937859892078,2020-10-11 20:44:49.553485,0.6,0.05
962,E Terrace,U W Health,-1.3732621014509045,2020-10-11 20:44:49.553485,0.6,0.05
963,Acewood,Starker,-1.3862198449900553,2020-10-11 20:44:49.553485,0.6,0.05
964,Schroeder,Struck,-1.389084180108617,2020-10-11 20:44:49.553485,0.6,0.05
965,Pflaum,Advance,-1.4054124374962143,2020-10-11 20:44:49.553485,0.6,0.05
966,Tokay,Hilltop,-1.4107449515340555,2020-10-11 20:44:49.553485,0.6,0.05
967,Fish Hatchery,High Ridge,-1.4167684214569523,2020-10-11 20:44:49.553485,0.6,0.05
968,City View,Burke,-1.4193165564470185,2020-10-11 20:44:49.553485,0.6,0.05
969,E Rusk,Rimrock,-1.4231997024288177,2020-10-11 20:44:49.553485,0.6,0.05
970,Beltline N,Rockys,-1.4268124879901294,2020-10-11 20:44:49.553485,0.6,0.05
971,Lien,Eagan,-1.4354723065280646,2020-10-11 20:44:49.553485,0.6,0.05
972,Old Middleton,Gettle,-1.4369594235711303,2020-10-11 20:44:49.553485,0.6,0.05
973,Park,South,-1.4392157219670656,2020-10-11 20:44:49.553485,0.6,0.05
974,Portage,Derek,-1.4400696414710545,2020-10-11 20:44:49.553485,0.6,0.05
975,Portage,Village,-1.4409795121446556,2020-10-11 20:44:49.553485,0.6,0.05
976,Portage,Tomscot,-1.4471809876411974,2020-10-11 20:44:49.553485,0.6,0.05
977,Atlas,Neptune,-1.4554497579296144,2020-10-11 20:44:49.553485,0.6,0.05
978,American Family,A F I Building,-1.4645058928754024,2020-10-11 20:44:49.553485,0.6,0.05
979,Observatory,Easterday,-1.4747915672571041,2020-10-11 20:44:49.553485,0.6,0.05
980,Century,Park,-1.4822999260083822,2020-10-11 20:44:49.553485,0.6,0.05
981,World Dairy,Dairy,-1.489694159669607,2020-10-11 20:44:49.553485,0.6,0.05
982,Eastpark,Biltmore,-1.5206787731106544,2020-10-11 20:44:49.553485,0.6,0.05
983,Odana,Wedgewood,-1.5241713496941207,2020-10-11 20:44:49.553485,0.6,0.05
984,Packers,Commercial,-1.526394660581163,2020-10-11 20:44:49.553485,0.6,0.05
985,Biltmore,Buttonwood,-1.5306114267506692,2020-10-11 20:44:49.553485,0.6,0.05
986,Odana,Research Park,-1.535742842185642,2020-10-11 20:44:49.553485,0.6,0.05
987,E Washington,Schmedeman,-1.5420389553780227,2020-10-11 20:44:49.553485,0.6,0.05
988,Acewood,Leo,-1.5437281706036396,2020-10-11 20:44:49.553485,0.6,0.05
989,Grandview,Sandwood,-1.548728209759394,2020-10-11 20:44:49.553485,0.6,0.05
990,University,Allen,-1.5503959659666768,2020-10-11 20:44:49.553485,0.6,0.05
991,Monroe,Leonard,-1.5524667750698962,2020-10-11 20:44:49.553485,0.6,0.05
992,Highland,Waisman,-1.562219057045149,2020-10-11 20:44:49.553485,0.6,0.05
993,Langley,Cottontail,-1.570301230142601,2020-10-11 20:44:49.553485,0.6,0.05
994,Hayes,Portage,-1.5793479049365244,2020-10-11 20:44:49.553485,0.6,0.05
995,Capital,University,-1.585817424544272,2020-10-11 20:44:49.553485,0.6,0.05
996,Dennett,Ring,-1.588791261210271,2020-10-11 20:44:49.553485,0.6,0.05
997,S Midvale,Yuma,-1.5933856975007061,2020-10-11 20:44:49.553485,0.6,0.05
998,Lake Point,Bridge,-1.5967962904396393,2020-10-11 20:44:49.553485,0.6,0.05
999,Century,Marina,-1.6065221941167556,2020-10-11 20:44:49.553485,0.6,0.05
1000,Deming,Blackhawk,-1.612567667039951,2020-10-11 20:44:49.553485,0.6,0.05
1001,Sherman,Sherman,-1.6160033291179243,2020-10-11 20:44:49.553485,0.6,0.05
1002,Old Sauk,Widgeon,-1.6211056697335522,2020-10-11 20:44:49.553485,0.6,0.05
1003,S Gammon,Colony,-1.6264865206213646,2020-10-11 20:44:49.553485,0.6,0.05
1004,Odana,Hilltop,-1.6374453735069077,2020-10-11 20:44:49.553485,0.6,0.05
1005,Old Sauk,Crestwood School,-1.6508806530327127,2020-10-11 20:44:49.553485,0.6,0.05
1006,Regent,Eau Claire,-1.6612027627270696,2020-10-11 20:44:49.553485,0.6,0.05
1007,Crawford,Whenona,-1.6634939214445934,2020-10-11 20:44:49.553485,0.6,0.05
1008,Mckenna,Park Heights,-1.6735253797640715,2020-10-11 20:44:49.553485,0.6,0.05
1009,Murphy,Eagle,-1.676839737759042,2020-10-11 20:44:49.553485,0.6,0.05
1010,Nakoma,Huron,-1.692368682614476,2020-10-11 20:44:49.553485,0.6,0.05
1011,Fish Hatchery,Caddis,-1.6966686808227793,2020-10-11 20:44:49.553485,0.6,0.05
1012,Pflaum,Daniels,-1.7005699188958998,2020-10-11 20:44:49.553485,0.6,0.05
1013,Heartland,Old Sauk,-1.7107233145133471,2020-10-11 20:44:49.553485,0.6,0.05
1014,Mineral Point,S Rosa,-1.7129706066798112,2020-10-11 20:44:49.553485,0.6,0.05
1015,Prairie,Waterford,-1.7373090240819362,2020-10-11 20:44:49.553485,0.6,0.05
1016,Ski,Deer Valley,-1.7417042737184945,2020-10-11 20:44:49.553485,0.6,0.05
1017,Hammersley,Gilbert,-1.7633504428681104,2020-10-11 20:44:49.553485,0.6,0.05
1018,Rutledge,Walton,-1.787703309506351,2020-10-11 20:44:49.553485,0.6,0.05
1019,N Sherman,Melrose,-1.8099095942131624,2020-10-11 20:44:49.553485,0.6,0.05
1020,Marsh,Kipp,-1.8194792585631623,2020-10-11 20:44:49.553485,0.6,0.05
1021,Tompkins,S Stoughton W,-1.823585784947544,2020-10-11 20:44:49.553485,0.6,0.05
1022,Milwaukee,Walbridge,-1.8242914485063397,2020-10-11 20:44:49.553485,0.6,0.05
1023,Freese,Siggelkow,-1.8521472660253604,2020-10-11 20:44:49.553485,0.6,0.05
1024,Helgesen,S Stoughton E,-1.8528079330822147,2020-10-11 20:44:49.553485,0.6,0.05
1025,Valley Ridge,South Ridge,-1.8535927298712247,2020-10-11 20:44:49.553485,0.6,0.05
1026,Manchester,Mckee,-1.8556996642687684,2020-10-11 20:44:49.553485,0.6,0.05
1027,Knutson,Northport,-1.8598042577428258,2020-10-11 20:44:49.553485,0.6,0.05
1028,Century,Donna,-1.866678235356999,2020-10-11 20:44:49.553485,0.6,0.05
1029,S High Point,Watts,-1.873049630146196,2020-10-11 20:44:49.553485,0.6,0.05
1030,University,Gateway,-1.8895651474844237,2020-10-11 20:44:49.553485,0.6,0.05
1031,Tree,S Westfield,-1.9070774181673467,2020-10-11 20:44:49.553485,0.6,0.05
1032,Valor,Meinders,-1.912156803503667,2020-10-11 20:44:49.553485,0.6,0.05
1033,Starker,Vondron,-1.925685625962855,2020-10-11 20:44:49.553485,0.6,0.05
1034,Old Sauk,Yosemite,-1.935530290159915,2020-10-11 20:44:49.553485,0.6,0.05
1035,Terrace,N High Point,-1.938570647887103,2020-10-11 20:44:49.553485,0.6,0.05
1036,Reetz,Hammersley,-1.9458106921054728,2020-10-11 20:44:49.553485,0.6,0.05
1037,Post,Watford,-1.952899373089011,2020-10-11 20:44:49.553485,0.6,0.05
1038,Allen,Maywood,-1.9684153204395716,2020-10-11 20:44:49.553485,0.6,0.05
1039,Deming,Discovery,-1.9961736241781474,2020-10-11 20:44:49.553485,0.6,0.05
1040,Post,Index,-2.0227258852163588,2020-10-11 20:44:49.553485,0.6,0.05
1041,Cottage Grove,Atlas,-2.042042116782315,2020-10-11 20:44:49.553485,0.6,0.05
1042,Odana,Potomac,-2.1079413095048873,2020-10-11 20:44:49.553485,0.6,0.05
1043,N Sherman,Northside Town,-2.166864836061041,2020-10-11 20:44:49.553485,0.6,0.05
1044,Inner,Yellowstone,-2.1885734618373225,2020-10-11 20:44:49.553485,0.6,0.05
1045,Agriculture,World Dairy,-2.196337229037389,2020-10-11 20:44:49.553485,0.6,0.05
1046,Watford,Stewart,-2.212132407672673,2020-10-11 20:44:49.553485,0.6,0.05
1047,Century,Valley Ridge,-2.2193525993565872,2020-10-11 20:44:49.553485,0.6,0.05
1048,University,Heim,-2.2284618204080022,2020-10-11 20:44:49.553485,0.6,0.05
1049,Wheeler,Comanche,-2.240597819946213,2020-10-11 20:44:49.553485,0.6,0.05
1050,Williamsburg,S Whitney,-2.2501737037314724,2020-10-11 20:44:49.553485,0.6,0.05
1051,East Transfer Point,W Corporate,-2.2616584050126374,2020-10-11 20:44:49.553485,0.6,0.05
1052,Raymond,Canterbury,-2.270545447494124,2020-10-11 20:44:49.553485,0.6,0.05
1053,Packers,Tennyson,-2.292495566550975,2020-10-11 20:44:49.553485,0.6,0.05
1054,Fitchrona,Mckee,-2.3123340549317732,2020-10-11 20:44:49.553485,0.6,0.05
1055,N Gammon,Fortune,-2.331424932228893,2020-10-11 20:44:49.553485,0.6,0.05
1056,Langdon,Wisconsin,-2.419349891795899,2020-10-11 20:44:49.553485,0.6,0.05
1057,Quarry,Research,-2.4720557534752174,2020-10-11 20:44:49.553485,0.6,0.05
1058,Mckee,Seminole,-2.4801015592726507,2020-10-11 20:44:49.553485,0.6,0.05
1059,Nakoma,Seminole,-2.4811484315804853,2020-10-11 20:44:49.553485,0.6,0.05
1060,South Towne,Industrial,-2.48771513341259,2020-10-11 20:44:49.553485,0.6,0.05
1061,Mckenna,Morraine View,-2.5101596707296334,2020-10-11 20:44:49.553485,0.6,0.05
1062,Hoepker,Prairie Lakes,-2.5206939558063888,2020-10-11 20:44:49.553485,0.6,0.05
1063,Helgesen,Advance,-2.5480299728696654,2020-10-11 20:44:49.553485,0.6,0.05
1064,Lacy,S Fish Hatchery,-2.553581738065986,2020-10-11 20:44:49.553485,0.6,0.05
1065,E Springs,Plumbers 75,-2.5878898175325773,2020-10-11 20:44:49.553485,0.6,0.05
1066,Mckee,Tanglewood,-2.598447838065782,2020-10-11 20:44:49.553485,0.6,0.05
1067,Melody,Portage,-2.6029300227418766,2020-10-11 20:44:49.553485,0.6,0.05
1068,Mckee,Muir Field,-2.637538549275634,2020-10-11 20:44:49.553485,0.6,0.05
1069,John Nolen,E Olin,-2.6500718772386653,2020-10-11 20:44:49.553485,0.6,0.05
1070,Main,Highway Ramp,-2.680534942752688,2020-10-11 20:44:49.553485,0.6,0.05
1071,American,Eastpark,-2.681714715083694,2020-10-11 20:44:49.553485,0.6,0.05
1072,Voss,Middleton,-2.7175264661449017,2020-10-11 20:44:49.553485,0.6,0.05
1073,Century,Baskerville,-2.7422010091244045,2020-10-11 20:44:49.553485,0.6,0.05
1074,Troy,North,-2.7726104000565526,2020-10-11 20:44:49.553485,0.6,0.05
1075,Femrite,Dutch Mill,-2.7829729731740938,2020-10-11 20:44:49.553485,0.6,0.05
1076,Century,Laura,-2.784279087213883,2020-10-11 20:44:49.553485,0.6,0.05
1077,Fish Hatchery,Carver,-2.8029238797660003,2020-10-11 20:44:49.553485,0.6,0.05
1078,Eastpark,Park And Ride,-2.809438876324189,2020-10-11 20:44:49.553485,0.6,0.05
1079,Milwaukee,Milky,-2.817538616109077,2020-10-11 20:44:49.553485,0.6,0.05
1080,O'keeffe,Wild Iris,-2.833127087567516,2020-10-11 20:44:49.553485,0.6,0.05
1081,Fish Hatchery,Catalpa,-2.855764350423129,2020-10-11 20:44:49.553485,0.6,0.05
1082,Blue Aster,Legacy,-2.877385387098211,2020-10-11 20:44:49.553485,0.6,0.05
1083,N Segoe,University,-2.901464980197626,2020-10-11 20:44:49.553485,0.6,0.05
1084,Nakoosa,Commercial,-2.9123345023099096,2020-10-11 20:44:49.553485,0.6,0.05
1085,O'keeffe,Summerfield,-2.9947960955168784,2020-10-11 20:44:49.553485,0.6,0.05
1086,Sawmill,N Westfield,-3.022215805015147,2020-10-11 20:44:49.553485,0.6,0.05
1087,O'keeffe,New Town,-3.0278360404815867,2020-10-11 20:44:49.553485,0.6,0.05
1088,Sawmill,N Gammon,-3.044234809806863,2020-10-11 20:44:49.553485,0.6,0.05
1089,Buckeye,Monona,-3.0611382631856894,2020-10-11 20:44:49.553485,0.6,0.05
1090,Old Sauk,Ozark,-3.175772583179563,2020-10-11 20:44:49.553485,0.6,0.05
1091,Anderson,Pankratz,-3.190726291021455,2020-10-11 20:44:49.553485,0.6,0.05
1092,W Broadway,Frazier,-3.2774003235126092,2020-10-11 20:44:49.553485,0.6,0.05
1093,Eastpark,U W Health,-3.396084574770433,2020-10-11 20:44:49.553485,0.6,0.05
1094,American,A F I Headquarters,-3.4150393541523254,2020-10-11 20:44:49.553485,0.6,0.05
1095,N High Point,Greenway,-3.4439285878012043,2020-10-11 20:44:49.553485,0.6,0.05
1096,N Baldwin,Sherman,-3.493379876125054,2020-10-11 20:44:49.553485,0.6,0.05
1097,Amnicon,Cottage Grove,-3.543942409387988,2020-10-11 20:44:49.553485,0.6,0.05
1098,N High Point,Brule,-3.5834898874097343,2020-10-11 20:44:49.553485,0.6,0.05
1099,Valor,Star Spangled,-3.655847990385715,2020-10-11 20:44:49.553485,0.6,0.05
1100,Nob Hill,W E A Building,-3.7158093296775974,2020-10-11 20:44:49.553485,0.6,0.05
1101,E Cheryl,Lacy,-3.8058430922232658,2020-10-11 20:44:49.553485,0.6,0.05
1102,Blue Aster,Grand,-3.843399015826041,2020-10-11 20:44:49.553485,0.6,0.05
1103,Lacy,Central Park,-3.850602015754834,2020-10-11 20:44:49.553485,0.6,0.05
1104,N Sherman,Schlimgen,-3.8917685389002132,2020-10-11 20:44:49.553485,0.6,0.05
1105,Erin,S Mills,-3.960382757514851,2020-10-11 20:44:49.553485,0.6,0.05
1106,W Verona,Legion,-4.031384167492977,2020-10-11 20:44:49.553485,0.6,0.05
1107,Wright,Kinsman,-4.04990633529641,2020-10-11 20:44:49.553485,0.6,0.05
1108,Agriculture,Femrite,-4.1810709451546755,2020-10-11 20:44:49.553485,0.6,0.05
1109,Maple Grove,Mckee,-4.21431362215465,2020-10-11 20:44:49.553485,0.6,0.05
1110,Moorland,Wayland,-4.235976425838088,2020-10-11 20:44:49.553485,0.6,0.05
1111,W Verona,Half Mile,-4.395433923024037,2020-10-11 20:44:49.553485,0.6,0.05
1112,Crossroads,City View,-4.413699626199353,2020-10-11 20:44:49.553485,0.6,0.05
1113,Industrial,Royal,-4.4968925550095165,2020-10-11 20:44:49.553485,0.6,0.05
1114,Walsh,Nakoosa,-4.5142427969801115,2020-10-11 20:44:49.553485,0.6,0.05
1115,Rimrock,John Nolen,-4.619868172337308,2020-10-11 20:44:49.553485,0.6,0.05
1116,N Sherman,Wheeler,-4.808109563465493,2020-10-11 20:44:49.553485,0.6,0.05
1117,Agriculture,Tradewinds,-4.900925330312328,2020-10-11 20:44:49.553485,0.6,0.05
1118,South Ridge,County Q,-5.14970122554927,2020-10-11 20:44:49.553485,0.6,0.05
1119,O'keeffe,Brown Bear,-5.229413907484405,2020-10-11 20:44:49.553485,0.6,0.05
1120,Main,Thompson,-5.373039168685157,2020-10-11 20:44:49.553485,0.6,0.05
1121,Anderson,Pearson,-5.42965912829154,2020-10-11 20:44:49.553485,0.6,0.05
1122,O'keeffe,Linnerud,-5.839033727385086,2020-10-11 20:44:49.553485,0.6,0.05
1123,E Verona,Hometown,-5.857458928909992,2020-10-11 20:44:49.553485,0.6,0.05
1124,Marsh,Calico,-5.8654306790341755,2020-10-11 20:44:49.553485,0.6,0.05
1125,Marsh,Yesterday,-5.968957363585328,2020-10-11 20:44:49.553485,0.6,0.05
1126,Fish Hatchery,Cahill,-6.188104505356554,2020-10-11 20:44:49.553485,0.6,0.05
1127,Muir Field,Raymond,-6.221983153417128,2020-10-11 20:44:49.553485,0.6,0.05
1128,Airport,Nursery,-6.23459825318017,2020-10-11 20:44:49.553485,0.6,0.05
1129,N Pleasant View,Airport,-6.434460131048553,2020-10-11 20:44:49.553485,0.6,0.05
1130,E Verona,Enterprise,-6.539484037357285,2020-10-11 20:44:49.553485,0.6,0.05
1131,Rimrock,Anderberg,-6.6567648868285225,2020-10-11 20:44:49.553485,0.6,0.05
1132,Mckee,Osmundsen,-6.785562879160031,2020-10-11 20:44:49.553485,0.6,0.05
1133,Mckee,Richardson,-6.870137426417925,2020-10-11 20:44:49.553485,0.6,0.05
1134,Menomonie,Chinook,-7.052374293123015,2020-10-11 20:44:49.553485,0.6,0.05
1135,Dutch Mill,Park And Ride,-7.0965464460801675,2020-10-11 20:44:49.553485,0.6,0.05
1136,Mid Town,Waldorf,-7.43032324883476,2020-10-11 20:44:49.553485,0.6,0.05
1137,Hoepker,Merchant,-7.655240729504176,2020-10-11 20:44:49.553485,0.6,0.05
1138,Airport,Deming,-7.679694086631314,2020-10-11 20:44:49.553485,0.6,0.05
1139,Main,Grand,-8.07378691083861,2020-10-11 20:44:49.553485,0.6,0.05
1140,Chapel Valley,Mckee,-8.303172364576497,2020-10-11 20:44:49.553485,0.6,0.05
1141,John Nolen,Lakeside,-8.653439210891053,2020-10-11 20:44:49.553485,0.6,0.05
1142,High Crossing,Cross Hill,-10.066179985068594,2020-10-11 20:44:49.553485,0.6,0.05
1143,Starr Grass,S High Point,-10.134135754417203,2020-10-11 20:44:49.553485,0.6,0.05
1144,Pinehurst,S Greenview,-10.373827605433227,2020-10-11 20:44:49.553485,0.6,0.05
1145,Mid Town,Hawks Landing,-10.922400048074325,2020-10-11 20:44:49.553485,0.6,0.05
1146,Cremer,Park And Ride,-10.974960517402227,2020-10-11 20:44:49.553485,0.6,0.05
1147,Mckee,Commerce Park,-11.461397465509943,2020-10-11 20:44:49.553485,0.6,0.05
1148,E Verona,Maple Grove,-14.5518203745196,2020-10-11 20:44:49.553485,0.6,0.05
1149,Airport,Terminal Door 6,-14.851547825986618,2020-10-11 20:44:49.553485,0.6,0.05
1150,W Verona,Westridge,-15.055598230794667,2020-10-11 20:44:49.553485,0.6,0.05
1151,Moorland,Manor,-15.661848136899708,2020-10-11 20:44:49.553485,0.6,0.05
1152,Woods,Mid Town,-17.290341790013755,2020-10-11 20:44:49.553485,0.6,0.05
1153,Northern Lights,Epic Staff C,-45.71315377135697,2020-10-11 20:44:49.553485,0.6,0.05
